property_name,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating
3 BHK Flat in Sector 113 Gurgaon,flat,la vida by tata housing,2.85,12855.0,2217.0,Super Built up area 2217(205.97 sq.m.),3,3,3+,servant room,"Sector 113 Gurgaon , Gurgaon, Haryana",10,East,0 to 1 Year Old,"['Dwarka Sector 21', 'Pacific D21 Mall', 'Bajghera Road', 'Dwarka Expy', 'Euro International School, Sector- 109.', 'The NorthCap University', ""Rion's Hospital"", 'Indira Gandhi Intl Airport', 'Bijwasan Railway Station']","La vida by tata housing is one of the most popular destination for buying apartments/ flats in sector 113 gurgaon . You too can be a part of this society by purchasing this 3 bhk flat here. This residential flat is east-Facing direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 2217 sq.Ft. This flat is situated on the 10th floor of this 25 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. Proximity to landmarks like close to market, close to railway station and close to school makes this an ideal property for families. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, club house / community center, cctv surveillance, fitness centre / gym, lift(s), park, visitor parking and maintenance staff. The society provides continuous water supply from municipal corporation and borewell/tank.",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",
2 BHK Flat in Sector 36 Gurgaon,flat,the serenas,0.42,7910.0,531.0,Carpet area: 531 (49.33 sq.m.),2,2,1,not available,"Sohna Sector 36, Sector 36 Gurgaon, Gurgaon, Haryana",3,NA,undefined,,Best in class property available at sector 36 sohna location in gurgaon,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,
3 BHK Flat in Sector 65 Gurgaon,flat,m3m golfestate,6.15,18331.0,3355.0,Built Up area: 3355 (311.69 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,2,not available,"Sector 65, Sector 65 Gurgaon, Gurgaon, Haryana",20,North-East,undefined,"['Sector 54 Chowk Metro Station', 'Sahara Mall', 'NH 248A', 'Shiksha Bharti Public School', 'Gurugram University', 'Park Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Holiday Inn Express Gurugram']",One of the best units in m3m golf estate with l shaped wraparound balcony. 3side open apartment with ample sunlight. Vaastu perfect with east entry. Y m3m golf estate sector 65,,,"['Green Area5 out of 5', 'Amenities5 out of 5', 'Management5 out of 5', 'Construction5 out of 5', 'Connectivity5 out of 5']"
3 BHK Flat in Sector 48 Gurgaon,flat,central park resort belgravia residences,6.25,24300.0,2572.0,Carpet area: 2880 (267.56 sq.m.),3,5,3+,servant room,"Sector 48 Gurgaon, Gurgaon, Haryana",5,South-East,5 to 10 Year Old,"['Decathlon Sohna Road', 'Raheja Mall', 'Elements One Mall', 'GD Goenka Public School', 'Mount Olympus School', 'Basant Valley Global School', 'Lotus Valley School', 'Park Hospital (Gurugram, Haryana)', 'CK Birla Hospital', 'CDAS Super Speciality Hospital', 'Orchid Business Park', 'Candor TechSpace', 'JMD Megapolis', 'Splendor Trade Tower', 'DoubleTree by Hilton']","Situated in sector 48 gurgaon, central park resort belgravia residences is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. The flat is over 2880 sq.Ft. Carpet area and comes with 3 bedroom(s), 5 bathrooms and more than 3 balconies. The flat has a total of 17 floors and this property is situated on 5th floor. As the project is already ready to move, so you can easily move into this 5-10 years old property.","['6 Fan', '1 Exhaust Fan', '4 Geyser', '55 Light', '1 Chimney', '1 Modular Kitchen', '10 Wardrobe', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']"
2 BHK Flat in Sector 37C Gurgaon,flat,apex builders,0.42,5600.0,750.0,Carpet area: 750 (69.68 sq.m.),2,2,2,not available,"Sector 37C Gurgaon, Gurgaon, Haryana",4,North,1 to 5 Year Old,"['Kamla Hospital Gurgaon', 'Shri Multispeciality Hospital', 'Shri Balaji Hospital and Trauma Center', 'Yadav Hospital Gurgoan', 'Chandna Dental Surgery Orthodontic and Implant Centre', 'The Muskan Dental Clinic', 'Harshila Dental Clinic', 'Dental Xpert Dental Clinic', 'Gautam Hospital', 'Clove Dental', 'Esic Hospital Gurugram', 'Sai Dental Clinic', 'Sunrise Hospital Gurgaon', 'Bhanu Dental Care', 'Nutan Dental Hospital', 'Ankur Clinic and Maternity Home', 'Shri Ram Dental Clinic', 'Mangalam Hospital and Heart Centre Gurgaon', 'Navjeevan Hospital and Maternity Centre', 'Parmar Dental Clinic & Lab', 'Ayushman Hospital And Trauma Centre', 'Shiv Mahima Patient Care Bureau', 'Rachna Dental Clinic', 'Vaishnavi Nursing Home', 'Shri Gobind Hospital', 'Lal Superspeciality Hospital', 'Shree Krishna Hospital Gurgaon', 'Dr. Madan Clinic', 'Taneja Hospital', 'Dev Man Kathuria Clinic', 'Boxer Fuel Point', 'Basai dhankot railway station']",Have car parking available and connected to newly developed dwaka expressway,,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Environment5 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']"
2 BHK Flat in Sector 3 Gurgaon,flat,godrej habitat,1.35,12784.0,1056.0,Built Up area: 1056 (98.11 sq.m.)Carpet area: 912 sq.ft. (84.73 sq.m.),2,2,0,not available,"Godrej Habitat, Sector-3, Gurgaon, Sector 3 Gurgaon, Gurgaon, Haryana",4,North-East,undefined,"['Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Sneh Hospital Gurgaon', 'Jiya Clinic', 'Dr. Mittal Clinic', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'Dr. Sindhu Clinic', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Bhardwaj Hospital', 'Dr. Hitesh Dawar', 'R K Hospital Gurgaon', 'Prateek Nursing Home And Polyclinic', 'Chirag Hospital Pvt. Ltd', 'Kr Dental Hub', 'Gurgaon Eye Centre', 'Shree Krishna Hospital Gurgaon', 'Dr. Ashok Jain', 'GH Gurgaon', 'Aryan Hospital', 'Dr. Agya Ram Sharma Clinic', 'Sparsh Hospital Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Pearl Dental Clinic', 'Bhatnagar Maternity and Nursing Home', 'Geeta Nursing Home Gurgaon', 'Ravi Clinic and Health Care Centre', 'Taneja Hospital', 'Dr. Sarvejeet Singh', 'Centre For Sight Gurgaon New Railway Road', 'Kidney Clinic', 'Jeevan Jyoti Hospital Gurgaon', 'Jackson Hospital', 'Esic Hospital Gurugram', 'Dr. Tomar Clinic', 'Children Hospital', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Lieutenant Atul Kataria School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","Self owning property , shifting out of country , resale , no agency . Godrej habitat godrej habitat, sector-3, gurgaon","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Environment4.5 out of 5', 'Safety4.5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4.5 out of 5']"
2 BHK Flat in New Palam Vihar,flat,ompee k s residency,1.6,26936.0,594.0,Carpet area: 66 (55.18 sq.m.),2,2,2,not available,"New Palam Vihar, Gurgaon, Haryana",1,NA,1 to 5 Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'Ram Mandir', 'Kalyan Hospital Gurgaon', 'Metro Hospital and Heart Institute Gurgaon', 'DGD Bamnoli', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Axis bank', 'Big Cinemas', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Moti Mahal', 'Pind Baluchi', ""McDonald's"", 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Palam vihar railway station']","We are the proud owners of this 2 bhk apartment available in ompee k s residency, new palam vihar, gurgaon. This unfurnished apartment it is a and the unit is located on 1st floor and has a carpet area of 66 sq.Yards. It has 2 bathroom(s) and 2 balcony(s). The ownership is freehold type.",,,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']"
4 BHK Flat in Sector 43 Gurgaon,flat,bhawna cghs,3.25,10156.0,3200.0,Super Built up area 3200(297.29 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4,4,3+,pooja room,"Sector 43 Gurgaon, Gurgaon, Haryana",12,NA,5 to 10 Year Old,"['Sector 42-43 metro station', 'Sector 53-54 metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Rbs ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Paras Hospital Gurgaon', 'Arihant Hospital', 'Gupta', 'Marwah Clinic', 'The Dental Lounge', 'Sitaram Bhartia', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Max Hospital', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Hdfc bank & atm', 'Icici bank', 'Hdfc bank', 'Axis bank', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', ""Carl's Jr."", 'Starbucks', 'Clock tower', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'PWO house', 'Naveidyam', 'Blue Tokai Coffee Roasters', 'Starbucks', 'Nowhere Brewpub and cafe', 'Fat', 'Dighent cafe', 'Drunken Monkey', 'Stones2milestones', 'Ncr library', 'Bahrisons library']","4 bhk + pooja room- Huge spacious rooms and hall, open kitchen, panaromic balcony with a magnificent view of the golf course road.Walking distance from one horizon center, two horizon center, baani square, galleria, vyapar kendra, ecoforest trailIn the vicinity, walking distance from the best schools in gurgaon- Heritage xperiential school, ambience public school, excelsior american schoolLocation wise you cannot find a better deal in all of gurgaon!It is a huge property, centrally located.","['7 Fan', '11 Light', '7 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']"
2 BHK Flat in Sector 88A Gurgaon,flat,adani aangan arcade,0.45,7194.0,626.0,Carpet area: 625.47 (58.11 sq.m.),2,2,1,not available,"Tower A-4, Flat No. 804, Sector 88A Gurgaon, Gurgaon, Haryana",8,NA,0 to 1 Year Old,"['Reliance Trends Newtown Square Mall', 'Pataudi Rd, Harsaru', 'Euro Intl School, Sector 37D, Gurugram', 'SGT University', 'Genesis Hospital', 'Indira Gandhi Intl Airport']","This is 2bhk flat at 8th floor of tower a-4. 
5min drive from dwarka expressway. 15 min drive from nh8","['1 Modular Kitchen', '2 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Maintenance Staff', 'Park']",
3 BHK Flat in Sector 92 Gurgaon,flat,sare green parc,0.85,6538.0,1300.0,Built Up area: 1300 (120.77 sq.m.),3,2,2,not available,"Sector 92, Sector 92 Gurgaon, Gurgaon, Haryana",20,NA,undefined,"['Huda city centre metro station', 'Iffco chowk metro station', 'Axis bank ATM', 'Punjab national bank ATM', 'Hdfc ATM', 'Axis bank ATM', 'Citi bank ATM', 'Icici ATM', 'Citi bank ATM', 'Icici bank ATM', 'Centre For Sight Gurgaon Sector 29', 'Sangwan Hospital Gurgaon', 'Shivam Hospital Gurgaon', 'Umkal Hospital', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Community Center Sukhrali', 'Gardian Pharmacy', 'City Medical', 'Pizza Hut', ""Hops 'N' Brew"", 'Spaghetti Kitchen & Bar', ""Domino's Pizza"", ""McDonald's"", 'Tocpao', 'Zura', 'Beer & Whisky Bar', 'The Oriental Bloom Chinese and Thai', 'Gola Sizzles', 'Ardor 29', 'ADDA', 'Gung the palace Korean restaurant', 'Walking Street', 'MoB Ministory of Beer', 'Park Baluchi', 'Bikanervala', 'Dhabba', 'Black Mambaa', 'Gravity Space Bar', 'KFC', 'Swagath', 'distillery', 'Roots', 'Cafe Coffee Day', '32nd Milestone', 'Pizza Hut', 'Management Development Institute', 'Salvan Public School']",Best in class property available at sector 92 location in gurgaon,,,"['Environment5 out of 5', 'Safety3 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']"
2 BHK Flat in Sector 90 Gurgaon,flat,shree vardhman flora,0.75,5769.0,1300.0,Carpet area: 1300 (120.77 sq.m.),2,2,3,not available,"Sector 90, Sector 90 Gurgaon, Gurgaon, Haryana",8,North-East,undefined,"['IRIS Broadway Mall', 'Dwarka Expressway', 'Saraswati Model School', 'SGT University', 'Aarvy Healthcare Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Orchid Business Park', 'Holiday Inn Gurugram Sector 90', 'Flying Wings Badminton Academy']",Best in class property available at sector 90 location in gurgaon,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4 out of 5', 'Construction5 out of 5', 'Connectivity5 out of 5']"
2 BHK Flat in Sector 68 Gurgaon,flat,supertech hues,0.82,6950.0,1180.0,Super Built up area 1180(109.63 sq.m.),2,2,3+,others,"Sector-68 Gurgaon, Sector 68 Gurgaon, Gurgaon, Haryana",21,NA,Under Construction,"['Sri Radhe Krishna Temple', 'Icici bank ATM', 'Kamal Hospital and Maternity Centre', 'Gobind Hospital', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sanjeevani Hospital Gurgaon', 'Sai Dharamraj Hospital', 'Sai Heart and Trauma Center', 'Ekta Hospital', 'Divine Look Clinic Centre', 'Skin Clinic', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'Icici bank', 'State bank of india', 'Union bank of india', 'Central bank of india', 'Indusind bank', 'Hdfc bank', 'SRS Cinemas', 'Starbucks', 'Nook', ""Nirula's"", ""Domino's Pizza"", 'India']","Residential apartment for sell.The property comes with a good construction quality which ages,apr, 2019,,  located in sector-68 gurgaon.It is a unfurnished property.The property has 2 bedrooms, with 2 bathrooms .Available at an expected price of 82 lac.Located on 21st  of the 24 floors .It is a freehold property.  It is positioned in a gated society.",,"['Intercom Facility', 'Lift(s)', 'Feng Shui / Vaastu Compliant', 'Piped-gas', 'Security Personnel', 'Maintenance Staff', 'Internet/wi-fi connectivity', 'Swimming Pool', 'Park', 'Club house / Community Center', 'Fitness Centre / GYM', 'Water softening plant', 'Shopping Centre', 'Rain Water Harvesting']","['Environment4 out of 5', 'Safety5 out of 5', 'Lifestyle4 out of 5', 'Connectivity3 out of 5']"
3 BHK Flat in Sector 109 Gurgaon,flat,chintels paradiso,1.8,8866.0,2030.0,Super Built up area 2030(188.59 sq.m.)Carpet area: 1785 sq.ft. (165.83 sq.m.),3,3,2,servant room,"Sector 109 Gurgaon, Gurgaon, Haryana",0,East,5 to 10 Year Old,"['Gyaananda School', 'The NorthCap University', 'Park Hospital', 'IGI Airport', 'Gurgaon Station', 'WTC Plaza', 'Altrade Business Centre', 'Radisson Blu Hotel']","Greenery both sides of balconies 
One side children play area 
Other side trapezium shape green area
One can easily njoy refreshing air
East facing to have good sunshine on front side
Free parking and basketball facing the house
Excellent for sr citizen with grand children",,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Bank Attached Property', 'Visitor Parking', 'Park', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity5 out of 5']"
2 BHK Flat in Sohna,flat,breez global hill view,0.3,5403.0,555.0,Super Built up area 655(60.85 sq.m.)Carpet area: 555 sq.ft. (51.56 sq.m.),2,2,2,not available,"T 3, Sohna, Gurgaon, Haryana",6,North-East,0 to 1 Year Old,"['Huda City Centre', 'Omaxe City Centre', 'Ninex City Mart', 'Vaels Ravindra Bharathi Global School', 'Anjali nursery', 'Polaris Hospital', 'Axis Bank', 'Triangular Park', 'Flow Sports Life Badminton Club', 'Basai Dhankot Railway Station', 'Cars24', 'Radisson Hotel Gurugram', ""McDonald's"", 'Petrol Pump', 'Indian Post Office']","Low density project already 300 family residing in the society both side open with aravalli hill view , 24 * 7 security , gated society , shopping complex inside the society with community center , crutch, school ,hospital, petrol pump, near by the society road head society on national highway delhi mumbai expressway ,","['1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Private Garden / Terrace', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']"
2 BHK Flat in Sector 37C Gurgaon,flat,ild greens,0.78,5714.0,1365.0,Super Built up area 1365(126.81 sq.m.)Built Up area: 1068.1 sq.ft. (99.23 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,not available,"101, Tower-7, Sector 37C Gurgaon, Gurgaon, Haryana",1,North,5 to 10 Year Old,"['The Esplanade Mall', 'Gurgaon Road', 'Delhi Jaipur Expressway', 'Green Field Public School', 'Sunrise University', 'K.D. Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'infinity Business Park']","Rooms are well ventilated and airy, good open space, good sunlight
Located in first floor and on main sector rode.","['2 Wardrobe', '3 Fan', '1 Exhaust Fan', '1 Geyser', '10 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Green Area5 out of 5', 'Amenities4.5 out of 5', 'Management4.5 out of 5', 'Construction5 out of 5', 'Connectivity4.5 out of 5']"
