property_name,link,society,price,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,property_id
3 BHK Flat in Sector 85 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-orris-carnation-residency-sector-85-gurgaon-1645-sq-ft-spid-J69346106,Orris Carnation Residency3.7 ★,1.1 Crore,"₹ 6,686/sq.ft.",Super Built up area 1645(152.83 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3 Bedrooms,4 Bathrooms,3 Balconies,Servant Room,"Sector 85 Gurgaon, Gurgaon, Haryana",6th   of 12 Floors,East,5 to 10 Year Old,"['Omaxe Celebration Mall within reach', 'Nearby Lotus Valley International School', 'The Shri Ram School Aravali', 'Close to ARC Multi Specialty Hospital', 'Proximity to Maxe Healthcare Hospital', 'Close to Medanta, The Medicity', 'Walking distance to Children Park', 'Hyatt Regency in the neighborhood']","South korea wall paper, wardrobe made of me4ino unscratchable ply with ultra luxury shine","['3 Wardrobe', '2 Bed', '1 Fridge', '1 Dining Table', '1 Geyser', '1 Stove', '8 Light', '1 Modular Kitchen', 'No AC', 'No Chimney', 'No Curtains', 'No Exhaust Fan', 'No Fan', 'No Microwave', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","['Green Area4 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity3 out of 5']",J69346106
1 BHK Flat in Sector 47 Gurgaon,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-irwo-westend-towers-sector-47-gurgaon-539-sq-ft-spid-I69344720,IRWO Westend Towers3.9 ★,65 Lac,"₹ 12,059/sq.ft.",Carpet area: 539 (50.07 sq.m.),1 Bedroom,1 Bathroom,2 Balconies,,"301, Sector 47 Gurgaon, Gurgaon, Haryana",3rd   of 4 Floors,,10+ Year Old,"['Rajiv Chowk Mosque', 'Standard chartered ATM', 'Icici bank ATM', 'Samvit Health Care', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Sukhmani Hospital Pvt. Ltd', 'Medanta', 'Park Hospital Gurgaon', 'Neelkanth Health Care', 'Vishesh Dental', 'Best Urologist Atcomplete Family Clinic', 'Wellness Eye Centre', 'Dr. Aruna Kalra', 'Airforce Hospital', 'Meher Clinic', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Bones Clinic - Orthopaedics', 'Skin Clinic', 'Divine Look Clinic Centre', 'Dispencery', 'Bansal Medicare and Maternity Centre', 'Pushpanjali Hospital Gurgaon', 'Road and Traffic Authority', 'Wembley estate club', 'Gurgaon Election Commission', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'India Oil', 'SRS Cinemas', 'SRS Cinemas', 'Hdfc bank', 'Icici bank', 'Hdfc bank', 'KFC', 'Haldiram', ""Domino's Pizza"", ""Nirula's"", 'India', 'Delhi Public School Primary Section', 'Kendriya Vidyalaya No.2 Sohna Road', 'CR Model Public School', 'Manav Rachna School', 'Manav Rachna Swimming Pool']","Looking for a 1 bhk property for sale in gurgaon? Buy this 1 bhk flat in irwo westend towers that is situated in sector 47 gurgaon. Containing 1 bedroom(s), 1 bathroom and 2 balconies, this flat is spread over a carpet area of 539 sq.Ft. The property is located on the 3rd floor of a 4 floors tall building. This is a ready to move project and the property is 10+ years old. All the modern amenities such as water softening plant, security personnel, maintenance staff, shopping centre, park and lift(s) will make life easier for you.",,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Rain Water Harvesting', 'Water softening plant']","['Green Area5 out of 5', 'Construction4 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity5 out of 5']",I69344720
2 BHK Flat in Sector 61 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-smart-world-orchard-sector-61-gurgaon-1150-sq-ft-spid-H69343242,Smart World Orchard,1.58 Crore,"₹ 13,739/sq.ft.",Carpet area: 1150 (106.84 sq.m.),2 Bedrooms,2 Bathrooms,2 Balconies,Study Room,"Sector 61 Gurgaon, Gurgaon, Haryana",3rd   of 4 Floors,South,Within 6 months,"['Sector 55-56 Metro station', 'Bestech Central Square Mall', 'Golf Course Ext Road', 'Badshahpur Sohna Rd Hwy', 'ORCHIDS The International School', 'Sushant University', 'Marengo Asia Hospitals', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station']",It is a 2.5 bhk unit with a lockable space in basement and terrace,"['1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Park', 'Visitor Parking']",,H69343242
2 BHK Flat in Sector 30 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sector-30-gurgaon-661-sq-ft-spid-T69338898,AFNHB Jalvayu Vihar,85 Lac,"₹ 12,859/sq.ft.",Carpet area: 661 (61.41 sq.m.),2 Bedrooms,2 Bathrooms,1 Balcony,Others,"Sector 30, Sector 30 Gurgaon, Gurgaon, Haryana",2nd   of 4 Floors,West,10+ Year Old,"['Icici bank ATM', 'Hdfc ATM', 'Axis bank ATM', 'Citi bank ATM', 'Icici ATM', 'State bank of india ATM', 'Axis bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'Punjab national bank ATM', 'Shivam Hospital Gurgaon', 'Ahmed Hospital Multi Speciality', 'Kalyani Hospital Gurgaon', 'Centre For Sight Gurgaon Sector 29', 'Dayal Eye & Maternity Centre', 'Nagpal Nursing Home Gurgaon', 'Gardian Pharmacy', 'City Medical', 'Gardian Pharmacy', 'IBP Petrol Pump', 'Hdfc bank', 'State bank of india sbi', 'Standard chartered bank', 'Cafe Coffee Day', '32nd Milestone', 'Bar and restaurant', 'Fast Food', 'Fast food', 'Om Sweets', 'Dhabba', 'Darbar', 'Spaghetti Kitchen & Bar', 'Pizza Hut', 'Tocpao', ""Hops 'N' Brew"", 'Ardor 29', ""Domino's Pizza"", 'ADDA', ""McDonald's"", 'Gung the palace Korean restaurant', 'Zura', 'Walking Street', 'The Oriental Bloom Chinese and Thai', 'Gola Sizzles', 'Beer & Whisky Bar', 'Swagath', 'Salvan Public School', 'Management Development Institute', 'CR Model Public School']","Centrally located in gurgaon,close proximity to natonal highway, metro,hospitals and markets.","['2 Wardrobe', '4 Fan', '1 Exhaust Fan', '2 Geyser', '10 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Security Personnel', 'Club house / Community Center', 'Rain Water Harvesting']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",T69338898
2 BHK Flat in Sector 79 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sector-79-gurgaon-1383-sq-ft-spid-M69336192,"Godrej 101, Sector 79",1.25 Crore,"₹ 9,038/sq.ft.",Built Up area: 1383 (128.48 sq.m.),2 Bedrooms,2 Bathrooms,3 Balconies,,"Sector 79, New Gurgaon, Gurgaon, Gurgaon District, Sector 79 Gurgaon, Gurgaon, Haryana",1st   of 16 Floors,East,undefined,"['Petrol Pump', 'Petrol Pump Indian Oil', 'Petrol pump Maitri motors', 'Rao Dhaba', ""McDonald's"", ""McDonald's""]",Best in class property available at sector 79 location in gurgaon,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,"['Environment4 out of 5', 'Lifestyle3 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",M69336192
3 BHK Flat in Sector 36 Sohna,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-36-sohna-gurgaon-1081-sq-ft-r1-spid-F65995402,Signature Global Park 4,72 Lac,"₹ 6,660/sq.ft.",Super Built up area 1081(100.43 sq.m.),3 Bedrooms,2 Bathrooms,3 Balconies,,"Sector 36 Sohna, Gurgaon, Haryana",3rd   of 4 Floors,,Under Construction,,Residential apartment for sell.Located in sector-36 sohna.The property has 3 bedrooms with 2 bathrooms .Available at an expected price of rs 7200000.Located on 3rd floor out of the 4,[],,,F65995402
1 BHK Flat in Sector 49 Gurgaon,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-satya-element-one-sector-49-gurgaon-450-sq-ft-spid-L69334532,Satya Element One,87 Lac,"₹ 19,333/sq.ft.",Carpet area: 450 (41.81 sq.m.),1 Bedroom,1 Bathroom,1 Balcony,,"Sector 49 Gurgaon, Gurgaon, Haryana",2nd   of 12 Floors,,1 to 5 Year Old,"['BAGX, Arcadia', 'Bengali Market', 'Fresco Market, Nirvana Country', 'Nirvana Courtyard Market', 'Tigra market', 'Sohna Road Malibu Town', 'Manav Rachna International School', 'Delhi Public School Sector 47, Gurugram', 'Lotus Valley School', 'Axis Bank, Sohna Road', 'Kotak Mahindra Bank', 'SBI Golf Course Ext Road', 'Universal Trade Tower', 'HCG SKN CNG Station', 'Bharat Petrol Pump Netaji Subhash Marg']","This 1 bhk apartment is available for sale in satya element one, one of the most prominent projects for flats in sector 49 gurgaon. The floor plan additionally contains 1 bedroom(s), 1 bathroom and 1 balcony. All in all, the flat is spread over a carpet area of 450 sq.Ft. The property is located on the 2nd floor of a 12 floors tall building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. Satya element one is designed very well to provide modern facilities such as shopping centre, fitness centre / gym and lift(s).","['1 Fan', '1 Fridge', '1 Geyser', '1 Light', '1 Curtains', '1 AC', '1 Modular Kitchen', '1 TV', '1 Chimney', '1 Wardrobe', '1 Bed', '1 Microwave', 'No Dining Table', 'No Exhaust Fan', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Shopping Centre', 'Fitness Centre / GYM']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",L69334532
3 BHK Flat in Sector 79 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-aria-sector-79-gurgaon-2289-sq-ft-spid-O69330672,Godrej Aria3.8 ★,1.7 Crore,"₹ 7,426/sq.ft.",Super Built up area 2289(212.66 sq.m.)Carpet area: 1121 sq.ft. (104.14 sq.m.),3 Bedrooms,4 Bathrooms,3+ Balconies,Servant Room,"Sector 79 Gurgaon, Gurgaon, Haryana",6th   of 15 Floors,East,0 to 1 Year Old,"['Sapphire 83 Mall', 'Delhi Jaipur Expressway', 'Mount Olympus School, Sec 79', 'Singhania University, Manesar', 'Miracles Apollo Cradle Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Capital Business Park', 'Savoy Suites, Manesar', 'Manesar Golf Course', 'Nakhrola Stadium']","This beautiful 3 bhk flat in sector 79 gurgaon is situated in godrej aria, one of the popular residential society in gurgaon. The flat is facing the east direction. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 2289 sq.Ft. The property is located on the 6th floor of a 15 floors tall building. This 0-1 year old property is available for immediate possession as the project is ready to move. The well built wood flooring enhances the aesthetic appeal of this flat. This residential property is situated near close to hospital, close to school, close to metro station and close to market. The society is well equipped with many modern amenities, including swimming pool, security personnel, maintenance staff, cctv surveillance, club house / community center, fitness centre / gym, park, lift(s) and visitor parking. The residential project is well equipped to meet all your water needs through access to municipal corporation and borewell/tank supply.",,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","['Green Area4 out of 5', 'Construction5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']",O69330672
4 BHK Flat in Sector 70 Gurgaon,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tulip-ivory-sector-70-gurgaon-2400-sq-ft-spid-R69327588,Tulip Ivory3.5 ★,2.35 Crore,"₹ 9,791/sq.ft.",Carpet area: 2400 (222.97 sq.m.),4 Bedrooms,4 Bathrooms,3+ Balconies,Servant Room,"F 1001, Sector 70 Gurgaon, Gurgaon, Haryana",10th   of 12 Floors,East,5 to 10 Year Old,"['Reach 3 Roads Shopping Mall', 'Southern Periphery Road', 'Indus World School', 'DPG Institute of Technology', 'Polaris Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Radisson Hotel Sohna Road', 'SkyJumper Trampoline Park', 'SportsCube Center(Sports Complex)']",Corner flat with elan epic mall view. Open vicinity with sunlight till evening. Basic work done in the flat and can be remodified as per buyers choice.,"['4 Wardrobe', '9 Fan', '1 Exhaust Fan', '5 Geyser', '10 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']","['Green Area3.5 out of 5', 'Construction3.5 out of 5', 'Management3 out of 5', 'Amenities4 out of 5', 'Connectivity5 out of 5']",R69327588
3 BHK Flat in Sector 88A Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-breez-global-heights-88a-sector-88-a-gurgaon-597-sq-ft-spid-M69324534,Breez Global Heights 88A,50 Lac,"₹ 8,375/sq.ft.",Carpet area: 597 (55.46 sq.m.),3 Bedrooms,2 Bathrooms,2 Balconies,,"Sector 88A Gurgaon, Gurgaon, Haryana",2nd   of 19 Floors,,Mar 2026,"['Elan Miracle', 'The Esplanade Mall', 'NH 352W', 'Delhi-Ajmer Expressway', 'Euro International School', 'SGT University', 'Vibrant Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']",Residential apartment for sell.The property has 3 bedrooms with 2 bathrooms .It is a unfurnished property.Located in sector 88a gurgaon.Available at an expected price of rs 5000000.Located on 2nd floor out of the 19,,"['Lift(s)', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",,M69324534
2 BHK Flat in Sector 79 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-101-sector-79-gurgaon-1572-sq-ft-r1-spid-J57709348,Godrej 1014.0 ★,1.41 Crore,"₹ 9,000/sq.ft.",Carpet area: 1572 (146.04 sq.m.),2 Bedrooms,2 Bathrooms,3 Balconies,Study Room,"Sector 79 Gurgaon, Gurgaon, Haryana",3rd   of 14 Floors,,0 to 1 Year Old,"['Vatika Town Square-INXT', 'Naurangpur Road', 'NH 48', 'Euro International School', 'Gurugram University', 'Miracles Apollo Cradle', 'Nouveau Medics Multispeciality OPD', 'Indira Gandhi Intl Airport', 'Heritage Village Resort & Spa', 'Nakhrola Stadium']","It's a new society, ready to move. Complementary 5 quarters maintainance free.",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Green Area5 out of 5', 'Construction5 out of 5', 'Management4.5 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']",J57709348
3 BHK Flat in Sector 92 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-city-92-sector-92-gurgaon-1495-sq-ft-spid-L69323828,Signature Global City 92,99 Lac,"₹ 6,622/sq.ft.",Carpet area: 1495 (138.89 sq.m.),3 Bedrooms,2 Bathrooms,3 Balconies,Others,"Sector 92 Gurgaon, Gurgaon, Haryana",1st   of 4 Floors,East,0 to 1 Year Old,"['Iris Broadway Mall', 'Pataudi Road', 'Dwarka Expressway', 'Royal Institute Of Science & Management', 'RPS International School', 'IMT Manesar', 'Aarvy Healthcare Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction', 'Holiday Inn Sector 90']",A big fully furnished room in basement,"['5 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety3 out of 5']",L69323828
4 BHK Flat in Sector 69 Gurgaon,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tulip-violet-sector-69-gurgaon-3216-sq-ft-spid-L69323084,Tulip Violet4.2 ★,3.25 Crore,"₹ 10,105/sq.ft.",Super Built up area 3216(298.78 sq.m.),4 Bedrooms,5 Bathrooms,3+ Balconies,"Pooja Room,Others","Sector 69 Gurgaon, Gurgaon, Haryana",14th   of 14 Floors,,1 to 5 Year Old,"['Airia Mall Sector 68', 'Southern Peripheral Road', 'Golf Course Extension Rd', 'Imperio School', 'DPG Institute of Technology', 'Ektaa Hospitals', 'Indira Gandhi International Airport', 'Vipul Trade Business Centre', 'Radisson Hotel Gurugram', 'SkyJumper Trampoline Park']","Beautiful penthouse in premium tower with l view of garden and exclusive roof right..Low density project with all facilities and wide open space and garden ... Located 60 mtr road... Shoping market, temple, locality club house, malls are next to societyFirst owner",[],"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Park']","['Green Area5 out of 5', 'Construction4 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity4.5 out of 5']",L69323084
3 BHK Flat in Sector 63A Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-birla-navya-sector-63-a-gurgaon-1350-sq-ft-r1-spid-W63605720,Birla Navya,3.5 Crore,"₹ 25,925/sq.ft.",Carpet area: 1350 (125.42 sq.m.),3 Bedrooms,3 Bathrooms,3 Balconies,,"Sector 63A Gurgaon, Gurgaon, Haryana",1st   of 4 Floors,,Under Construction,"['Sector 54 Chowk Metro Station', 'WorldMark Gurgaon', 'Golf Course Ext Road', 'Badshahpur Sohna Rd Hwy', 'Gurgaon - Delhi Expy', 'Heritage Xperiential Learning, CRPF Rd', 'Sushant University', 'W Pratiksha Hospital', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station', 'Capital Cyberscape', 'DoubleTree by Hilton Hotel']","Birla navya is a premium property, this is on 1st floor which is 1350 sqft. And is with basement of 1100 sqft. This property comes with 3 parking.
This is a premium property, so please don't throw low ball offers. East facing corner property, all premium amenities with the largest ever club house of the city.","['5 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety5 out of 5']",W63605720
4 BHK Flat in Sector 48 Gurgaon,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-parsvnath-green-ville-sector-48-gurgaon-1950-sq-ft-spid-R68007932,Parsvnath Green Ville3.9 ★,2.5 Crore,"₹ 12,820/sq.ft.",Carpet area: 1950 (181.16 sq.m.),4 Bedrooms,5 Bathrooms,3 Balconies,Others,"Sector 48 Gurgaon, Gurgaon, Haryana",1st   of 19 Floors,South-East,5 to 10 Year Old,"['Sri Radhe Krishna Temple', 'Icici bank ATM', 'Standard chartered ATM', 'Divine Look Clinic Centre', 'Skin Clinic', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Dr. Anuj Sharma', 'Best Urologist Atcomplete Family Clinic', 'Dr. Naresh Pandita', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Sai Dharamraj Hospital', 'Sanjeevani Hospital Gurgaon', 'Sona Devi Memorial Hospital and Trauma Centre', 'Neelkanth Health Care', 'Vishesh Dental', 'Park Hospital Gurgaon', 'Bones Clinic - Orthopaedics', 'Meher Clinic', 'Gobind Hospital', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'India Oil', 'SRS Cinemas', 'SRS Cinemas', 'Icici bank', 'Indusind bank', 'Hdfc bank', 'Hdfc bank', 'Hdfc bank', 'Central bank of india', 'Union bank of india', 'State bank of india', 'Icici bank', ""Nirula's"", ""Domino's Pizza"", 'Nook', 'Starbucks', 'India', 'Haldiram', 'Kamla International']",Corner 3 side park facing with big covered parkings.,"['7 Fan', '1 Exhaust Fan', '3 Geyser', '25 Light', '4 AC', '3 TV', '1 Chimney', '15 Curtains', '5 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Modular Kitchen', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Green Area4 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities4.5 out of 5', 'Connectivity4.5 out of 5']",R68007932
